yr,school_name,conf_abbr,wins,losses,ties,win_loss_pct,wins_conf,losses_conf,ties_conf,win_loss_pct_conf,points_per_g,opp_points_per_g,confname
2004,Kentucky,SEC (East),2,9,NULL,0.182,1,7,NULL,0.125,15.7,31,SEC
2004,Vanderbilt,SEC (East),2,9,NULL,0.182,1,7,NULL,0.125,19.3,26,SEC
2004,Auburn,SEC (West),13,0,NULL,1,8,0,NULL,1,32.1,11.3,SEC
2004,Louisiana State,SEC (West),9,3,NULL,0.75,6,2,NULL,0.75,28.7,17.1,SEC
2004,Alabama,SEC (West),6,6,NULL,0.5,3,5,NULL,0.375,24.6,15.8,SEC
2004,Arkansas,SEC (West),5,6,NULL,0.455,3,5,NULL,0.375,29.8,24.5,SEC
2004,Mississippi,SEC (West),4,7,NULL,0.364,3,5,NULL,0.375,19.5,25.3,SEC
2004,Mississippi State,SEC (West),3,8,NULL,0.273,2,6,NULL,0.25,15.7,25.5,SEC
2004,North Texas,Sun Belt,7,5,NULL,0.583,7,1,NULL,0.875,25.8,29.8,Sun Belt
2004,Troy,Sun Belt,7,5,NULL,0.583,5,2,NULL,0.714,23.8,16.7,Sun Belt
2004,New Mexico State,Sun Belt,5,6,NULL,0.455,5,2,NULL,0.714,24.8,32.3,Sun Belt
2004,Louisiana-Monroe,Sun Belt,5,6,NULL,0.455,5,3,NULL,0.625,19.2,27.5,Sun Belt
2004,Florida Atlantic,Sun Belt,9,3,NULL,0.75,3,3,NULL,0.5,24.9,17.3,Sun Belt
2004,Middle Tennessee State,Sun Belt,5,6,NULL,0.455,4,5,NULL,0.444,24.5,26.6,Sun Belt
2004,Arkansas State,Sun Belt,3,8,NULL,0.273,3,4,NULL,0.429,19.5,33.2,Sun Belt
2004,Louisiana,Sun Belt,4,7,NULL,0.364,3,5,NULL,0.375,22,24.7,Sun Belt
2004,Idaho,Sun Belt,3,9,NULL,0.25,2,5,NULL,0.286,20.4,39.4,Sun Belt
2004,Utah State,Sun Belt,3,8,NULL,0.273,2,5,NULL,0.286,16.7,30.3,Sun Belt
2004,Florida International,Sun Belt,3,7,NULL,0.3,0,4,NULL,0,26.1,32.5,Sun Belt
2004,Boise State,WAC,11,1,NULL,0.917,8,0,NULL,1,48.9,25.7,WAC
2004,Texas-El Paso,WAC,8,4,NULL,0.667,6,2,NULL,0.75,35.8,25.1,WAC
2004,Fresno State,WAC,9,3,NULL,0.75,5,3,NULL,0.625,40.2,21.1,WAC
2004,Louisiana Tech,WAC,6,6,NULL,0.5,5,3,NULL,0.625,25.7,31.8,WAC
2004,Hawaii,WAC,8,5,NULL,0.615,4,4,NULL,0.5,35.9,38.4,WAC
2004,Nevada,WAC,5,7,NULL,0.417,3,5,NULL,0.375,29.7,34.4,WAC
2004,Tulsa,WAC,4,8,NULL,0.333,3,5,NULL,0.375,28.8,33.2,WAC
2004,Southern Methodist,WAC,3,8,NULL,0.273,3,5,NULL,0.375,18.4,38.2,WAC
2004,Rice,WAC,3,8,NULL,0.273,2,6,NULL,0.25,25.4,34.3,WAC
2004,San Jose State,WAC,2,9,NULL,0.182,1,7,NULL,0.125,28.4,42.6,WAC
2005,Florida State,ACC (Atlantic),8,5,NULL,0.615,5,3,NULL,0.625,28.9,22,ACC
2005,Boston College,ACC (Atlantic),9,3,NULL,0.75,5,3,NULL,0.625,25.8,15.9,ACC
2005,Clemson,ACC (Atlantic),8,4,NULL,0.667,4,4,NULL,0.5,26.3,17.6,ACC
2005,North Carolina State,ACC (Atlantic),7,5,NULL,0.583,3,5,NULL,0.375,20.8,17.7,ACC
2005,Maryland,ACC (Atlantic),5,6,NULL,0.455,3,5,NULL,0.375,24.5,25,ACC
2005,Wake Forest,ACC (Atlantic),4,7,NULL,0.364,3,5,NULL,0.375,24.5,28.7,ACC
2005,Virginia Tech,ACC (Coastal),11,2,NULL,0.846,7,1,NULL,0.875,33.8,12.9,ACC
2005,Miami (FL),ACC (Coastal),9,3,NULL,0.75,6,2,NULL,0.75,27.1,14.3,ACC
2005,Georgia Tech,ACC (Coastal),7,5,NULL,0.583,5,3,NULL,0.625,18.5,20.1,ACC
2005,North Carolina,ACC (Coastal),5,6,NULL,0.455,4,4,NULL,0.5,18,26.2,ACC
2005,Virginia,ACC (Coastal),7,5,NULL,0.583,3,5,NULL,0.375,26.7,23.3,ACC
2005,Duke,ACC (Coastal),1,10,NULL,0.091,0,8,NULL,0,16.1,37.1,ACC
2005,Colorado,Big 12 (North),7,6,NULL,0.538,5,3,NULL,0.625,23.5,23.6,Big 12
2005,Nebraska,Big 12 (North),8,4,NULL,0.667,4,4,NULL,0.5,24.7,21,Big 12
2005,Iowa State,Big 12 (North),7,5,NULL,0.583,4,4,NULL,0.5,28.3,19.2,Big 12
2005,Missouri,Big 12 (North),7,5,NULL,0.583,4,4,NULL,0.5,30.8,29.2,Big 12
2005,Kansas,Big 12 (North),7,5,NULL,0.583,3,5,NULL,0.375,22.4,22,Big 12
2005,Kansas State,Big 12 (North),5,6,NULL,0.455,2,6,NULL,0.25,26.3,27.7,Big 12
2005,Texas,Big 12 (South),13,0,NULL,1,8,0,NULL,1,50.2,16.4,Big 12
2005,Texas Tech,Big 12 (South),9,3,NULL,0.75,6,2,NULL,0.75,39.4,18.8,Big 12
2005,Oklahoma,Big 12 (South),8,4,NULL,0.667,6,2,NULL,0.75,26.9,23.1,Big 12
2005,Texas A&M,Big 12 (South),5,6,NULL,0.455,3,5,NULL,0.375,32,31.2,Big 12
2005,Baylor,Big 12 (South),5,6,NULL,0.455,2,6,NULL,0.25,21.5,26.5,Big 12
2005,Oklahoma State,Big 12 (South),4,7,NULL,0.364,1,7,NULL,0.125,20.2,31.3,Big 12
2005,West Virginia,Big East,11,1,NULL,0.917,7,0,NULL,1,32.1,17.8,Big East
2005,Louisville,Big East,9,3,NULL,0.75,5,2,NULL,0.714,43.4,23.8,Big East
2005,Rutgers,Big East,7,5,NULL,0.583,4,3,NULL,0.571,28.7,25.6,Big East
2005,South Florida,Big East,6,6,NULL,0.5,4,3,NULL,0.571,23,18,Big East
2005,Pittsburgh,Big East,5,6,NULL,0.455,4,3,NULL,0.571,24.3,22.1,Big East
2005,Connecticut,Big East,5,6,NULL,0.455,2,5,NULL,0.286,24.7,19.2,Big East
2005,Cincinnati,Big East,4,7,NULL,0.364,2,5,NULL,0.286,17.5,31.4,Big East
2005,Syracuse,Big East,1,10,NULL,0.091,0,7,NULL,0,13.8,26.8,Big East
2005,Penn State,Big Ten,11,1,NULL,0.917,7,1,NULL,0.875,34.4,17,Big Ten
2005,Ohio State,Big Ten,10,2,NULL,0.833,7,1,NULL,0.875,32.7,15.3,Big Ten
2005,Wisconsin,Big Ten,10,3,NULL,0.769,5,3,NULL,0.625,34.3,23.8,Big Ten
2005,Iowa,Big Ten,7,5,NULL,0.583,5,3,NULL,0.625,30,20,Big Ten
2005,Michigan,Big Ten,7,5,NULL,0.583,5,3,NULL,0.625,28.8,20.3,Big Ten
2005,Northwestern,Big Ten,7,5,NULL,0.583,5,3,NULL,0.625,32.3,33.9,Big Ten
2005,Minnesota,Big Ten,7,5,NULL,0.583,4,4,NULL,0.5,35.8,29,Big Ten
2005,Purdue,Big Ten,5,6,NULL,0.455,3,5,NULL,0.375,30,28.1,Big Ten
2005,Michigan State,Big Ten,5,6,NULL,0.455,2,6,NULL,0.25,33.8,28.7,Big Ten
2005,Indiana,Big Ten,4,7,NULL,0.364,1,7,NULL,0.125,22.5,32.8,Big Ten
2005,Illinois,Big Ten,2,9,NULL,0.182,0,8,NULL,0,17,39.5,Big Ten
2005,Central Florida,CUSA (East),8,5,NULL,0.615,7,1,NULL,0.875,28.7,28.7,CUSA
2005,Memphis,CUSA (East),7,5,NULL,0.583,5,3,NULL,0.625,27.2,23,CUSA
2005,Southern Mississippi,CUSA (East),7,5,NULL,0.583,5,3,NULL,0.625,29.6,22.7,CUSA
2005,East Carolina,CUSA (East),5,6,NULL,0.455,4,4,NULL,0.5,24.3,28.8,CUSA
2005,Alabama-Birmingham,CUSA (East),5,6,NULL,0.455,3,5,NULL,0.375,27.9,24,CUSA
2005,Marshall,CUSA (East),4,7,NULL,0.364,3,5,NULL,0.375,18.5,25.9,CUSA
2005,Tulsa,CUSA (West),9,4,NULL,0.692,6,2,NULL,0.75,33.1,23.5,CUSA
2005,Texas-El Paso,CUSA (West),8,4,NULL,0.667,5,3,NULL,0.625,31.8,25.9,CUSA
2005,Houston,CUSA (West),6,6,NULL,0.5,4,4,NULL,0.5,28.1,27,CUSA
2005,Southern Methodist,CUSA (West),5,6,NULL,0.455,4,4,NULL,0.5,20.8,25.5,CUSA
2005,Tulane,CUSA (West),2,9,NULL,0.182,1,7,NULL,0.125,21.3,31.6,CUSA
2005,Rice,CUSA (West),1,10,NULL,0.091,1,7,NULL,0.125,21.9,40.6,CUSA
2005,Notre Dame,Ind,9,3,NULL,0.75,0,0,NULL,0,36.7,24.5,Ind
2005,Navy,Ind,8,4,NULL,0.667,0,0,NULL,0,34.2,26.1,Ind
2005,Army,Ind,4,7,NULL,0.364,0,0,NULL,0,20,26.7,Ind
2005,Temple,Ind,0,11,NULL,0,0,0,NULL,0,9.7,45.3,Ind
2005,Akron,MAC (East),7,6,NULL,0.538,5,3,NULL,0.625,23.6,24.5,MAC
2005,Miami (OH),MAC (East),7,4,NULL,0.636,5,3,NULL,0.625,33.7,23.5,MAC
2005,Bowling Green State,MAC (East),6,5,NULL,0.545,5,3,NULL,0.625,33.8,27.6,MAC
2005,Ohio,MAC (East),4,7,NULL,0.364,3,5,NULL,0.375,17.5,30.5,MAC
2005,Buffalo,MAC (East),1,10,NULL,0.091,1,7,NULL,0.125,10,29.7,MAC
2005,Kent State,MAC (East),1,10,NULL,0.091,0,8,NULL,0,16.4,30.1,MAC
2005,Toledo,MAC (West),9,3,NULL,0.75,6,2,NULL,0.75,35.8,21.8,MAC
2005,Northern Illinois,MAC (West),7,5,NULL,0.583,6,2,NULL,0.75,32.4,22.8,MAC
2005,Western Michigan,MAC (West),7,4,NULL,0.636,5,3,NULL,0.625,32.2,31.1,MAC
2005,Central Michigan,MAC (West),6,5,NULL,0.545,5,3,NULL,0.625,23.6,23.6,MAC
2005,Ball State,MAC (West),4,7,NULL,0.364,4,4,NULL,0.5,21.2,37.8,MAC
2005,Eastern Michigan,MAC (West),4,7,NULL,0.364,3,5,NULL,0.375,21.8,26.8,MAC
2005,Texas Christian,MWC,11,1,NULL,0.917,8,0,NULL,1,33.2,18.6,MWC
2005,Brigham Young,MWC,6,6,NULL,0.5,5,3,NULL,0.625,33,29.3,MWC
2005,Colorado State,MWC,6,6,NULL,0.5,5,3,NULL,0.625,26.8,30.8,MWC
2005,New Mexico,MWC,6,5,NULL,0.545,4,4,NULL,0.5,29.6,29.7,MWC
2005,Utah,MWC,7,5,NULL,0.583,4,4,NULL,0.5,30,24.1,MWC
2005,San Diego State,MWC,5,7,NULL,0.417,4,4,NULL,0.5,26.9,27.1,MWC
2005,Air Force,MWC,4,7,NULL,0.364,3,5,NULL,0.375,30,31.7,MWC
2005,Wyoming,MWC,4,7,NULL,0.364,2,6,NULL,0.25,24.6,27,MWC
2005,Nevada-Las Vegas,MWC,2,9,NULL,0.182,1,7,NULL,0.125,18.8,34.6,MWC
2005,Southern California,Pac-10,12,1,NULL,0.923,8,0,NULL,1,49.1,22.8,Pac-10
2005,Oregon,Pac-10,10,2,NULL,0.833,7,1,NULL,0.875,34.5,23.2,Pac-10
2005,UCLA,Pac-10,10,2,NULL,0.833,6,2,NULL,0.75,39.1,34.2,Pac-10
2005,California,Pac-10,8,4,NULL,0.667,4,4,NULL,0.5,32.9,21.2,Pac-10
2005,Arizona State,Pac-10,7,5,NULL,0.583,4,4,NULL,0.5,36.8,29.9,Pac-10
2005,Stanford,Pac-10,5,6,NULL,0.455,4,4,NULL,0.5,24.5,30.6,Pac-10
2005,Oregon State,Pac-10,5,6,NULL,0.455,3,5,NULL,0.375,26.6,33.2,Pac-10
2005,Arizona,Pac-10,3,8,NULL,0.273,2,6,NULL,0.25,22.9,26.4,Pac-10
2005,Washington State,Pac-10,4,7,NULL,0.364,1,7,NULL,0.125,33.5,31.5,Pac-10
2005,Washington,Pac-10,2,9,NULL,0.182,1,7,NULL,0.125,21.5,30.6,Pac-10
2005,Georgia,SEC (East),10,3,NULL,0.769,6,2,NULL,0.75,29.5,16.4,SEC
2005,Florida,SEC (East),9,3,NULL,0.75,5,3,NULL,0.625,28.6,18.8,SEC
2005,South Carolina,SEC (East),7,5,NULL,0.583,5,3,NULL,0.625,23.7,23.3,SEC
2005,Tennessee,SEC (East),5,6,NULL,0.455,3,5,NULL,0.375,18.6,18.6,SEC
2005,Vanderbilt,SEC (East),5,6,NULL,0.455,3,5,NULL,0.375,27.2,29.2,SEC
2005,Kentucky,SEC (East),3,8,NULL,0.273,2,6,NULL,0.25,21.7,34.1,SEC
2005,Louisiana State,SEC (West),11,2,NULL,0.846,7,1,NULL,0.875,29.5,14.2,SEC
2005,Auburn,SEC (West),9,3,NULL,0.75,7,1,NULL,0.875,32.2,15.5,SEC
2005,Alabama,SEC (West),10,2,NULL,0.833,6,2,NULL,0.75,21.9,10.7,SEC
2005,Arkansas,SEC (West),4,7,NULL,0.364,2,6,NULL,0.25,25.7,24.6,SEC
2005,Mississippi State,SEC (West),3,8,NULL,0.273,1,7,NULL,0.125,13.9,23.5,SEC
2005,Mississippi,SEC (West),3,8,NULL,0.273,1,7,NULL,0.125,13.5,22.3,SEC
2005,Arkansas State,Sun Belt,6,6,NULL,0.5,5,2,NULL,0.714,24.5,25.3,Sun Belt
2005,Louisiana,Sun Belt,6,5,NULL,0.545,5,2,NULL,0.714,26,27.6,Sun Belt
2005,Louisiana-Monroe,Sun Belt,5,6,NULL,0.455,5,2,NULL,0.714,21.7,30.8,Sun Belt
2005,Florida International,Sun Belt,5,6,NULL,0.455,3,4,NULL,0.429,23.4,29.4,Sun Belt
2005,Middle Tennessee State,Sun Belt,4,7,NULL,0.364,3,4,NULL,0.429,19.1,18.7,Sun Belt
2005,Troy,Sun Belt,4,7,NULL,0.364,3,4,NULL,0.429,15.9,23.2,Sun Belt
2005,Florida Atlantic,Sun Belt,2,9,NULL,0.182,2,5,NULL,0.286,13.5,30.8,Sun Belt
2005,North Texas,Sun Belt,2,9,NULL,0.182,2,5,NULL,0.286,14.3,31.5,Sun Belt
2005,Nevada,WAC,9,3,NULL,0.75,7,1,NULL,0.875,34.2,31.9,WAC
2005,Boise State,WAC,9,4,NULL,0.692,7,1,NULL,0.875,36.1,24.4,WAC
2005,Fresno State,WAC,8,5,NULL,0.615,6,2,NULL,0.75,37.8,22.5,WAC
2005,Louisiana Tech,WAC,7,4,NULL,0.636,6,2,NULL,0.75,28.7,25.5,WAC
2005,Hawaii,WAC,5,7,NULL,0.417,4,4,NULL,0.5,30.7,35.7,WAC
2005,San Jose State,WAC,3,8,NULL,0.273,2,6,NULL,0.25,22.5,32.5,WAC
2005,Utah State,WAC,3,8,NULL,0.273,2,6,NULL,0.25,18.9,32.7,WAC
2005,Idaho,WAC,2,9,NULL,0.182,2,6,NULL,0.25,22.1,38.1,WAC
2005,New Mexico State,WAC,0,12,NULL,0,0,8,NULL,0,16.5,38.8,WAC
2006,Wake Forest,ACC (Atlantic),11,3,NULL,0.786,6,2,NULL,0.75,21.6,15.4,ACC
2006,Boston College,ACC (Atlantic),10,3,NULL,0.769,5,3,NULL,0.625,26,15.7,ACC
2006,Clemson,ACC (Atlantic),8,5,NULL,0.615,5,3,NULL,0.625,32.7,16.2,ACC
2006,Maryland,ACC (Atlantic),9,4,NULL,0.692,5,3,NULL,0.625,21.8,21.8,ACC
2006,Florida State,ACC (Atlantic),7,6,NULL,0.538,3,5,NULL,0.375,26.5,19.8,ACC
2006,North Carolina State,ACC (Atlantic),3,9,NULL,0.25,2,6,NULL,0.25,17.5,21.8,ACC
2006,Georgia Tech,ACC (Coastal),9,5,NULL,0.643,7,1,NULL,0.875,24.9,18.4,ACC
2006,Virginia Tech,ACC (Coastal),10,3,NULL,0.769,6,2,NULL,0.75,25.8,11,ACC
2006,Virginia,ACC (Coastal),5,7,NULL,0.417,4,4,NULL,0.5,15.1,17.8,ACC
2006,Miami (FL),ACC (Coastal),7,6,NULL,0.538,3,5,NULL,0.375,19.6,15.5,ACC
2006,North Carolina,ACC (Coastal),3,9,NULL,0.25,2,6,NULL,0.25,18,30.5,ACC
2006,Duke,ACC (Coastal),0,12,NULL,0,0,8,NULL,0,14.9,33.8,ACC
2006,Nebraska,Big 12 (North),9,5,NULL,0.643,6,2,NULL,0.75,30.6,18.3,Big 12
2006,Missouri,Big 12 (North),8,5,NULL,0.615,4,4,NULL,0.5,30.1,19.5,Big 12
2006,Kansas State,Big 12 (North),7,6,NULL,0.538,4,4,NULL,0.5,22.8,23.8,Big 12
2006,Kansas,Big 12 (North),6,6,NULL,0.5,3,5,NULL,0.375,29,25.5,Big 12
2006,Colorado,Big 12 (North),2,10,NULL,0.167,2,6,NULL,0.25,16.3,22.3,Big 12
2006,Iowa State,Big 12 (North),4,8,NULL,0.333,1,7,NULL,0.125,18.8,30.8,Big 12
2006,Oklahoma,Big 12 (South),11,3,NULL,0.786,7,1,NULL,0.875,30.3,17.3,Big 12
2006,Texas,Big 12 (South),10,3,NULL,0.769,6,2,NULL,0.75,35.9,18.3,Big 12
2006,Texas A&M,Big 12 (South),9,4,NULL,0.692,5,3,NULL,0.625,27.8,20.5,Big 12
2006,Texas Tech,Big 12 (South),8,5,NULL,0.615,4,4,NULL,0.5,32.5,25.1,Big 12
2006,Oklahoma State,Big 12 (South),7,6,NULL,0.538,3,5,NULL,0.375,35.2,25.6,Big 12
2006,Baylor,Big 12 (South),4,8,NULL,0.333,3,5,NULL,0.375,23.6,32.6,Big 12
2006,Louisville,Big East,12,1,NULL,0.923,6,1,NULL,0.857,37.8,16.3,Big East
2006,Rutgers,Big East,11,2,NULL,0.846,5,2,NULL,0.714,29.8,14.3,Big East
2006,West Virginia,Big East,11,2,NULL,0.846,5,2,NULL,0.714,38.8,21.7,Big East
2006,Cincinnati,Big East,8,5,NULL,0.615,4,3,NULL,0.571,21.1,19.6,Big East
2006,South Florida,Big East,9,4,NULL,0.692,4,3,NULL,0.571,23,16.9,Big East
2006,Pittsburgh,Big East,6,6,NULL,0.5,2,5,NULL,0.286,31.8,22.8,Big East
2006,Connecticut,Big East,4,8,NULL,0.333,1,6,NULL,0.143,21.4,27,Big East
2006,Syracuse,Big East,4,8,NULL,0.333,1,6,NULL,0.143,17.4,24.6,Big East
2006,Ohio State,Big Ten,12,1,NULL,0.923,8,0,NULL,1,34.6,12.8,Big Ten
2006,Wisconsin,Big Ten,12,1,NULL,0.923,7,1,NULL,0.875,29.2,12.1,Big Ten
2006,Michigan,Big Ten,11,2,NULL,0.846,7,1,NULL,0.875,29.2,15.9,Big Ten
2006,Penn State,Big Ten,9,4,NULL,0.692,5,3,NULL,0.625,22.3,14.4,Big Ten
2006,Purdue,Big Ten,8,6,NULL,0.571,5,3,NULL,0.625,26,26.7,Big Ten
2006,Indiana,Big Ten,5,7,NULL,0.417,3,5,NULL,0.375,23.1,32.8,Big Ten
2006,Minnesota,Big Ten,6,7,NULL,0.462,3,5,NULL,0.375,28.9,26,Big Ten
2006,Iowa,Big Ten,6,7,NULL,0.462,2,6,NULL,0.25,23.8,20.7,Big Ten
2006,Northwestern,Big Ten,4,8,NULL,0.333,2,6,NULL,0.25,16.5,26.2,Big Ten
2006,Michigan State,Big Ten,4,8,NULL,0.333,1,7,NULL,0.125,25.2,28.4,Big Ten
2006,Illinois,Big Ten,2,10,NULL,0.167,1,7,NULL,0.125,19.6,26.8,Big Ten
2006,Southern Mississippi,CUSA (East),9,5,NULL,0.643,6,2,NULL,0.75,25.4,18.6,CUSA
2006,East Carolina,CUSA (East),7,6,NULL,0.538,5,3,NULL,0.625,21.5,20.8,CUSA
2006,Marshall,CUSA (East),5,7,NULL,0.417,4,4,NULL,0.5,25.9,29.3,CUSA
2006,Central Florida,CUSA (East),4,8,NULL,0.333,3,5,NULL,0.375,19.3,28.8,CUSA
2006,Alabama-Birmingham,CUSA (East),3,9,NULL,0.25,2,6,NULL,0.25,18.8,24.8,CUSA
2006,Memphis,CUSA (East),2,10,NULL,0.167,1,7,NULL,0.125,23.4,30.4,CUSA
2006,Houston,CUSA (West),10,4,NULL,0.714,7,1,NULL,0.875,33,23.5,CUSA
2006,Rice,CUSA (West),7,6,NULL,0.538,6,2,NULL,0.75,26.9,33.2,CUSA
2006,Tulsa,CUSA (West),8,5,NULL,0.615,5,3,NULL,0.625,27.7,20.2,CUSA
2006,Southern Methodist,CUSA (West),6,6,NULL,0.5,4,4,NULL,0.5,27.1,24.5,CUSA
2006,Texas-El Paso,CUSA (West),5,7,NULL,0.417,3,5,NULL,0.375,27.3,31.3,CUSA
2006,Tulane,CUSA (West),4,8,NULL,0.333,2,6,NULL,0.25,18.7,33.3,CUSA
2006,Notre Dame,Ind,10,3,NULL,0.769,0,0,NULL,0,31,23.8,Ind
2006,Navy,Ind,9,4,NULL,0.692,0,0,NULL,0,28.2,20.1,Ind
2006,Army,Ind,3,9,NULL,0.25,0,0,NULL,0,19.3,27.9,Ind
2006,Temple,Ind,1,11,NULL,0.083,0,0,NULL,0,10.9,41.3,Ind
2006,Ohio,MAC (East),9,5,NULL,0.643,7,1,NULL,0.875,19.7,18.1,MAC
2006,Kent State,MAC (East),6,6,NULL,0.5,5,3,NULL,0.625,17.8,20.1,MAC
2006,Akron,MAC (East),5,7,NULL,0.417,3,5,NULL,0.375,19.7,22.6,MAC
2006,Bowling Green State,MAC (East),4,8,NULL,0.333,3,5,NULL,0.375,19.5,28.3,MAC
2006,Miami (OH),MAC (East),2,10,NULL,0.167,2,6,NULL,0.25,18.5,25.3,MAC
2006,Buffalo,MAC (East),2,10,NULL,0.167,1,7,NULL,0.125,18.3,35.9,MAC
2006,Central Michigan,MAC (West),10,4,NULL,0.714,7,1,NULL,0.875,29.7,22.3,MAC
2006,Western Michigan,MAC (West),8,5,NULL,0.615,6,2,NULL,0.75,23,19.9,MAC
2006,Northern Illinois,MAC (West),7,6,NULL,0.538,5,3,NULL,0.625,25.5,21.2,MAC
2006,Ball State,MAC (West),5,7,NULL,0.417,5,3,NULL,0.625,27.2,25.8,MAC
2006,Toledo,MAC (West),5,7,NULL,0.417,3,5,NULL,0.375,23.4,27.7,MAC
2006,Eastern Michigan,MAC (West),1,11,NULL,0.083,1,7,NULL,0.125,13.9,26.8,MAC
2006,Brigham Young,MWC,11,2,NULL,0.846,8,0,NULL,1,36.8,14.7,MWC
2006,Texas Christian,MWC,11,2,NULL,0.846,6,2,NULL,0.75,29.2,12.3,MWC
2006,Utah,MWC,8,5,NULL,0.615,5,3,NULL,0.625,27.9,19.8,MWC
2006,Wyoming,MWC,6,6,NULL,0.5,5,3,NULL,0.625,21.5,22,MWC
2006,New Mexico,MWC,6,7,NULL,0.462,4,4,NULL,0.5,21.8,24,MWC
2006,Air Force,MWC,4,8,NULL,0.333,3,5,NULL,0.375,23.3,25.2,MWC
2006,San Diego State,MWC,3,9,NULL,0.25,3,5,NULL,0.375,14.2,27.1,MWC
2006,Colorado State,MWC,4,8,NULL,0.333,1,7,NULL,0.125,16.8,21.9,MWC
2006,Nevada-Las Vegas,MWC,2,10,NULL,0.167,1,7,NULL,0.125,19.8,31.8,MWC
2006,Southern California,Pac-10,11,2,NULL,0.846,7,2,NULL,0.778,30.5,15.2,Pac-10
2006,California,Pac-10,10,3,NULL,0.769,7,2,NULL,0.778,32.8,19.3,Pac-10
2006,Oregon State,Pac-10,10,4,NULL,0.714,6,3,NULL,0.667,27.8,22.2,Pac-10
2006,UCLA,Pac-10,7,6,NULL,0.538,5,4,NULL,0.556,23,19.9,Pac-10
2006,Arizona,Pac-10,6,6,NULL,0.5,4,5,NULL,0.444,16.6,19.6,Pac-10
2006,Arizona State,Pac-10,7,6,NULL,0.538,4,5,NULL,0.444,26.8,25.1,Pac-10
2006,Oregon,Pac-10,7,6,NULL,0.538,4,5,NULL,0.444,29.5,26.5,Pac-10
2006,Washington State,Pac-10,6,6,NULL,0.5,4,5,NULL,0.444,24.6,23.1,Pac-10
2006,Washington,Pac-10,5,7,NULL,0.417,3,6,NULL,0.333,21.8,25.9,Pac-10
2006,Stanford,Pac-10,1,11,NULL,0.083,1,8,NULL,0.111,10.6,31.4,Pac-10
2006,Florida,SEC (East),13,1,NULL,0.929,7,1,NULL,0.875,29.7,13.5,SEC
2006,Tennessee,SEC (East),9,4,NULL,0.692,5,3,NULL,0.625,27.8,19.5,SEC
2006,Georgia,SEC (East),9,4,NULL,0.692,4,4,NULL,0.5,25.2,17.6,SEC
2006,Kentucky,SEC (East),8,5,NULL,0.615,4,4,NULL,0.5,26.7,28.4,SEC
2006,South Carolina,SEC (East),8,5,NULL,0.615,3,5,NULL,0.375,26.6,18.7,SEC
2006,Vanderbilt,SEC (East),4,8,NULL,0.333,1,7,NULL,0.125,22,23.7,SEC
2006,Arkansas,SEC (West),10,4,NULL,0.714,7,1,NULL,0.875,28.9,18.3,SEC
2006,Auburn,SEC (West),11,2,NULL,0.846,6,2,NULL,0.75,24.8,13.9,SEC
2006,Louisiana State,SEC (West),11,2,NULL,0.846,6,2,NULL,0.75,33.7,12.6,SEC
2006,Alabama,SEC (West),6,7,NULL,0.462,2,6,NULL,0.25,22.9,19.2,SEC
2006,Mississippi,SEC (West),4,8,NULL,0.333,2,6,NULL,0.25,15.7,22.9,SEC
2006,Mississippi State,SEC (West),3,9,NULL,0.25,1,7,NULL,0.125,18.4,25.8,SEC
2006,Troy,Sun Belt,8,5,NULL,0.615,6,1,NULL,0.857,22.8,22.2,Sun Belt
2006,Middle Tennessee State,Sun Belt,7,6,NULL,0.538,6,1,NULL,0.857,22.8,23.2,Sun Belt
2006,Arkansas State,Sun Belt,6,6,NULL,0.5,4,3,NULL,0.571,15.2,24.1,Sun Belt
2006,Florida Atlantic,Sun Belt,5,7,NULL,0.417,4,3,NULL,0.571,15.1,24.9,Sun Belt
2006,Louisiana,Sun Belt,6,6,NULL,0.5,3,4,NULL,0.429,20.7,24.7,Sun Belt
2006,Louisiana-Monroe,Sun Belt,4,8,NULL,0.333,3,4,NULL,0.429,21.8,22.3,Sun Belt
2006,North Texas,Sun Belt,3,9,NULL,0.25,2,5,NULL,0.286,12.8,25.3,Sun Belt
2006,Florida International,Sun Belt,0,12,NULL,0,0,7,NULL,0,9.6,26.1,Sun Belt
2006,Boise State,WAC,13,0,NULL,1,8,0,NULL,1,39.7,17.6,WAC
2006,Hawaii,WAC,11,3,NULL,0.786,7,1,NULL,0.875,46.9,24.1,WAC
2006,Nevada,WAC,8,5,NULL,0.615,5,3,NULL,0.625,30.1,19.2,WAC
2006,San Jose State,WAC,9,4,NULL,0.692,5,3,NULL,0.625,24.9,20.8,WAC
2006,Fresno State,WAC,4,8,NULL,0.333,4,4,NULL,0.5,23,28.3,WAC
2006,Idaho,WAC,4,8,NULL,0.333,3,5,NULL,0.375,16.9,34.8,WAC
2006,New Mexico State,WAC,4,8,NULL,0.333,2,6,NULL,0.25,31.2,30.8,WAC
2006,Louisiana Tech,WAC,3,10,NULL,0.231,1,7,NULL,0.125,18.6,41.7,WAC
2006,Utah State,WAC,1,11,NULL,0.083,1,7,NULL,0.125,10.8,38.5,WAC
2007,Boston College,ACC (Atlantic),11,3,NULL,0.786,6,2,NULL,0.75,28.3,20.4,ACC
2007,Clemson,ACC (Atlantic),9,4,NULL,0.692,5,3,NULL,0.625,33.1,18.7,ACC
2007,Wake Forest,ACC (Atlantic),9,4,NULL,0.692,5,3,NULL,0.625,27.8,22.2,ACC
